Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet_Years
DRI59,9.5,Low Fat,0.06568385968808309,Hard Drinks,225.0088,OUT035,2004,Small,Tier 2,Supermarket Type1,1.4589071681767,Drinks,9
FDT38,18.7,Low Fat,0.057526565,Dairy,85.2566,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9998523856532828,Food,9
FDL33,7.235,Low Fat,0.100369729,Snack Foods,196.9452,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0003108376900842,Food,4
FDQ01,19.7,Regular,0.159923438,Canned,253.0014,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9970434398888478,Food,28
FDJ08,11.1,Low Fat,0.11067210400000001,Fruits and Vegetables,191.1846,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0014681019753404,Food,16
FDQ47,7.155,Regular,0.168447861,Breads,35.8874,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8714095542171851,Food,14
NCZ18,7.825,Non-Edible,0.185913021,Household,252.4698,OUT013,1987,High,Tier 3,Supermarket Type1,1.0020108906967005,Non-Consumable,26
FDE29,8.905,Low Fat,0.143938721,Frozen Foods,60.3878,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8199929692887173,Food,6
FDF10,15.5,Regular,0.156168446,Snack Foods,146.7418,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9950020432803147,Food,28
FDC48,9.195,Low Fat,0.015883951,Baking Goods,83.4592,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0011579532985728,Food,14
FDY58,11.65,Low Fat,0.039885362,Snack Foods,228.9694,OUT013,1987,High,Tier 3,Supermarket Type1,0.8305801994262092,Food,26
NCX30,16.7,Non-Edible,0.06568385968808309,Household,247.5776,OUT010,1998,Small,Tier 3,Grocery Store,1.8040545701788897,Non-Consumable,15
FDV11,9.1,Regular,0.081599833,Breads,176.8054,OUT013,1987,High,Tier 3,Supermarket Type1,0.9981558787752373,Food,26
FDT46,11.35,Low Fat,0.030807134,Snack Foods,49.4008,OUT046,1997,Small,Tier 1,Supermarket Type1,0.725750193038014,Food,16
DRD01,12.1,Regular,0.107110465,Soft Drinks,55.6614,OUT019,1985,Small,Tier 1,Grocery Store,1.475910241401565,Drinks,28
FDQ11,5.695,Regular,0.06764458599999999,Breads,256.5988,OUT013,1987,High,Tier 3,Supermarket Type1,1.0034599734508072,Food,26
NCM41,16.5,Non-Edible,0.035857676,Health and Hygiene,92.512,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0054993597763293,Non-Consumable,6
NCC55,10.695,Non-Edible,0.063710075,Household,36.4848,OUT013,1987,High,Tier 3,Supermarket Type1,0.8946823022199656,Non-Consumable,26
FDG45,8.1,Low Fat,0.127416049,Fruits and Vegetables,214.2902,OUT027,1985,Medium,Tier 3,Supermarket Type2,1.477094755202602,Food,28
NCQ54,17.7,Non-Edible,0.06568385968808309,Household,167.7474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2.5416624247181945,Non-Consumable,14
FDM34,19.0,Low Fat,0.067584358,Snack Foods,129.7626,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8929234270482181,Food,11
FDD17,7.5,Low Fat,0.057125580999999995,Frozen Foods,237.8906,OUT019,1985,Small,Tier 1,Grocery Store,1.4006586489953332,Food,28
FDN38,6.614999999999999,Regular,0.09152647800000001,Canned,250.0408,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8512597471212969,Food,28
FDB53,13.35,Low Fat,0.06568385968808309,Frozen Foods,148.4392,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.4463463384010038,Food,4
NCL06,14.65,Non-Edible,0.072053007,Household,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9991670858116694,Non-Consumable,9
NCV18,6.775,Non-Edible,0.18427192399999998,Household,82.725,OUT019,1985,Small,Tier 1,Grocery Store,1.5801104284625302,Non-Consumable,28
FDX25,16.7,Low Fat,0.06568385968808309,Canned,182.4292,OUT013,1987,High,Tier 3,Supermarket Type1,0.729385582841951,Food,26
FDB39,11.6,Low Fat,0.038518959,Dairy,55.3272,OUT046,1997,Small,Tier 1,Supermarket Type1,1.000400437198753,Food,16
FDC33,8.96,Regular,0.06904552,Fruits and Vegetables,197.3768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0150883690000079,Food,14
NCO14,9.6,Non-Edible,0.029764629,Household,44.4086,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8718145574219606,Non-Consumable,4
FDA58,9.395,Low Fat,0.103248816,Snack Foods,237.3932,OUT027,1985,Medium,Tier 3,Supermarket Type2,1.0729491637625577,Food,28
NCQ02,12.6,Non-Edible,0.00749864,Household,186.4556,OUT017,2007,Small,Tier 2,Supermarket Type1,0.41629054283239886,Non-Consumable,6
NCR53,12.15,Non-Edible,0.14586127,Health and Hygiene,227.0404,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0030870205348885,Non-Consumable,6
FDN52,9.395,Regular,0.131569883,Frozen Foods,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9210131640676656,Food,16
FDG26,18.85,Low Fat,0.042649853,Canned,256.633,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8008481809501765,Food,16
FDE23,17.6,Regular,0.052923474000000005,Starchy Foods,46.706,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8114448852165406,Food,28
DRI37,15.85,Low Fat,0.10750833900000001,Soft Drinks,59.1904,OUT013,1987,High,Tier 3,Supermarket Type1,0.9988326271065976,Drinks,26
DRH37,17.6,Low Fat,0.041785884,Soft Drinks,166.0526,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8594632795706049,Drinks,4
FDO01,21.1,Regular,0.020714738,Breakfast,127.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,0.7775424755638,Food,9
FDK45,11.65,Low Fat,0.033910827000000004,Seafood,113.88600000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0012924654948594,Food,14
FDP23,6.71,Low Fat,0.035642187,Breads,217.6166,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.7785866533629431,Food,14
FDM33,15.6,Low Fat,0.087703106,Snack Foods,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8694881925434649,Food,9
FDD36,13.3,Low Fat,0.021393892999999997,Baking Goods,119.8124,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0043180352094803,Food,6
FDL56,14.1,Low Fat,0.126492074,Fruits and Vegetables,85.3198,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0032448929222773,Food,6
FDT27,11.395,Regular,0.11647465800000001,Meat,236.0616,OUT010,1998,Small,Tier 3,Grocery Store,1.3003479050146427,Food,15
FDG52,13.65,Low Fat,0.066002079,Frozen Foods,44.2402,OUT017,2007,Small,Tier 2,Supermarket Type1,1.003087024663431,Food,6
NCL42,18.85,Non-Edible,0.040363971,Household,244.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0005622279307378,Non-Consumable,9
DRJ24,11.8,Low Fat,0.113329224,Soft Drinks,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0024271498793114,Drinks,16
FDV38,19.25,Low Fat,0.101773845,Dairy,52.8956,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0,Food,16
FDT35,19.85,Regular,0.081620573,Breads,169.7816,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0308782799017726,Food,11
FDY51,12.5,Low Fat,0.08129936900000001,Meat,219.0798,OUT045,2002,Small,Tier 2,Supermarket Type1,0.999744524145848,Food,11
FDC37,15.5,Low Fat,0.033059299,Baking Goods,105.7938,OUT017,2007,Small,Tier 2,Supermarket Type1,0.9165517031711262,Food,6
NCP43,17.75,Non-Edible,0.030481663,Others,181.666,OUT013,1987,High,Tier 3,Supermarket Type1,0.9987841989459092,Non-Consumable,26
FDO33,14.75,Low Fat,0.089503609,Snack Foods,112.2518,OUT045,2002,Small,Tier 2,Supermarket Type1,1.001724063613606,Food,11
FDW04,8.985,Regular,0.058062665,Frozen Foods,130.83100000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.002016753496482,Food,4
NCC31,8.02,Non-Edible,0.019870463,Household,154.9972,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8878647247403104,Non-Consumable,16
FDK22,9.8,Low Fat,0.026127057000000002,Snack Foods,216.385,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9994296272240565,Food,14
FDJ50,8.645,Low Fat,0.021708103,Canned,54.5982,OUT017,2007,Small,Tier 2,Supermarket Type1,0.9035749836204917,Food,6
FDV13,17.35,Regular,0.027767045,Canned,88.9856,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0037754849572602,Food,6
DRL60,8.52,Low Fat,0.027212418999999998,Soft Drinks,151.8682,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0056625483500157,Drinks,6
FDW03,5.63,Regular,0.024680092,Meat,103.7306,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8119319646756301,Food,6
FDY27,6.38,Low Fat,0.031892144,Dairy,177.7344,OUT035,2004,Small,Tier 2,Supermarket Type1,0.7379331417991241,Food,9
FDB39,11.6,Low Fat,0.03833243,Dairy,54.3272,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9955559736412035,Food,28
FDU59,5.78,Low Fat,0.0965817,Breads,162.4552,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9991382868447289,Food,11
FDZ57,10.0,Regular,0.06568385968808309,Snack Foods,129.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.285927573139709,Food,14
FDO21,11.6,Regular,0.0097782,Snack Foods,225.1404,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8434835970898084,Food,14
FDS43,11.65,Low Fat,0.06568385968808309,Fruits and Vegetables,187.72400000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.343412091715554,Food,4
FDU28,19.2,Regular,0.157200063,Frozen Foods,189.3214,OUT010,1998,Small,Tier 3,Grocery Store,1.5567528501644177,Food,15
FDC51,10.895,Regular,0.016105023,Dairy,121.773,OUT010,1998,Small,Tier 3,Grocery Store,0.6373695883662581,Food,15
FDW16,17.35,Regular,0.069419362,Frozen Foods,92.3804,OUT010,1998,Small,Tier 3,Grocery Store,1.350518126508189,Food,15
FDP32,6.65,Low Fat,0.146740745,Fruits and Vegetables,125.5678,OUT010,1998,Small,Tier 3,Grocery Store,1.5428742375155045,Food,15
FDB60,9.3,Low Fat,0.049938496,Baking Goods,195.6136,OUT019,1985,Small,Tier 1,Grocery Store,1.4750211497938244,Food,28
NCQ30,7.725,Non-Edible,0.029072282999999997,Household,120.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0003581875076228,Non-Consumable,16
FDD26,8.71,Regular,0.072267645,Canned,184.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9999560956954991,Food,14
FDI44,16.1,Low Fat,0.100436145,Fruits and Vegetables,77.2328,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0005490878271248,Food,11
DRH23,14.65,Low Fat,0.170318251,Hard Drinks,56.1614,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8813932177451261,Drinks,16
FDO44,12.6,Low Fat,0.087453208,Fruits and Vegetables,110.0228,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0643151039800385,Food,16
FDG04,13.1,Low Fat,0.006062712,Frozen Foods,187.3898,OUT046,1997,Small,Tier 1,Supermarket Type1,0.999692806173557,Food,16
FDM32,20.5,Low Fat,0.020505251999999998,Fruits and Vegetables,91.48299999999999,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9943207405464388,Food,28
FDM09,11.15,Regular,0.085860034,Snack Foods,169.479,OUT013,1987,High,Tier 3,Supermarket Type1,0.8878574018437633,Food,26
FDZ47,20.7,Regular,0.079230482,Baking Goods,98.8042,OUT013,1987,High,Tier 3,Supermarket Type1,0.9071143859952144,Food,26
FDM40,10.195,Low Fat,0.15916244599999999,Frozen Foods,143.1154,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8943333388109189,Food,28
FDY48,14.0,Low Fat,0.023869126,Baking Goods,101.5332,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0048630359841144,Food,6
NCM30,19.1,Non-Edible,0.067431883,Household,42.4796,OUT045,2002,Small,Tier 2,Supermarket Type1,1.001107541720582,Non-Consumable,11
FDX36,9.695,Regular,0.21471985,Baking Goods,225.9404,OUT010,1998,Small,Tier 3,Grocery Store,1.368685981201522,Food,15
DRF03,19.1,Low Fat,0.045564412,Dairy,39.1138,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0,Drinks,6
FDN51,17.85,Regular,0.020979394,Meat,259.7936,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.001564012683432,Food,14
FDM57,11.65,Regular,0.075967092,Snack Foods,84.4908,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8707922945341032,Food,14
FDB35,12.3,Regular,0.064719441,Starchy Foods,93.6804,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8578042965418485,Food,14
FDY13,12.1,Low Fat,0.029981512999999998,Canned,77.867,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9975728560348922,Food,28
FDA37,7.81,Regular,0.05553914,Canned,125.8046,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8933298072477593,Food,6
NCX53,20.1,Non-Edible,0.015022332,Health and Hygiene,142.1154,OUT017,2007,Small,Tier 2,Supermarket Type1,0.6765187534839916,Non-Consumable,6
FDD59,10.5,Regular,0.06645039900000001,Starchy Foods,80.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0029184563179359,Food,4
FDX10,6.385,Regular,0.216601163,Snack Foods,36.7874,OUT019,1985,Small,Tier 1,Grocery Store,1.6564934433155383,Food,28
FDC03,8.575,Regular,0.072139167,Dairy,195.5794,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8846378959676484,Food,4
FDW43,20.1,Regular,0.022420996000000002,Fruits and Vegetables,226.2036,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8691074352264823,Food,9
FDW10,21.2,Low Fat,0.070676281,Snack Foods,176.33700000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,0.928647860680594,Food,16
FDY14,10.3,Low Fat,0.069701022,Dairy,262.9226,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8034554764673273,Food,28
FDV43,16.0,Low Fat,0.077011493,Fruits and Vegetables,45.1086,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8899069749967065,Food,11
FDO40,17.1,Low Fat,0.032600958,Frozen Foods,150.4392,OUT013,1987,High,Tier 3,Supermarket Type1,0.9988326256944898,Food,26
FDP46,15.35,Low Fat,0.074254285,Snack Foods,91.083,OUT027,1985,Medium,Tier 3,Supermarket Type2,1.0182225129419606,Food,28
NCE43,12.5,Non-Edible,0.181114059,Household,168.8448,OUT019,1985,Small,Tier 1,Grocery Store,1.520461653425425,Non-Consumable,28
FDD05,19.35,Low Fat,0.016608334,Frozen Foods,120.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,0.7479119522509611,Food,9
FDJ60,19.35,Regular,0.104659766,Baking Goods,165.9184,OUT010,1998,Small,Tier 3,Grocery Store,1.36709757825555,Food,15
DRE27,11.85,Low Fat,0.133211023,Dairy,95.8726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0024404520503905,Drinks,4
FDO11,8.0,Regular,0.030259174,Breads,250.6092,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8871951449691078,Food,9
DRG11,6.385000000000001,Low Fat,0.083432299,Hard Drinks,107.4596,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9946155088758524,Drinks,28
FDK33,17.85,Low Fat,0.018805505,Snack Foods,214.956,OUT010,1998,Small,Tier 3,Grocery Store,1.4302865093834884,Food,15
DRM23,16.6,Low Fat,0.136008489,Hard Drinks,170.4422,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0010129876750942,Drinks,11
FDJ02,17.2,Regular,0.02504491,Canned,146.1418,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.7207660620313787,Food,28
NCZ05,8.485,Non-Edible,0.0582501,Health and Hygiene,104.399,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0006154504517377,Non-Consumable,11
NCL30,18.1,Non-Edible,0.048899701,Household,126.3336,OUT013,1987,High,Tier 3,Supermarket Type1,0.996446068799581,Non-Consumable,26
FDZ19,6.425,Low Fat,0.093835595,Fruits and Vegetables,174.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.9018044393195993,Food,4
FDM45,8.655,Regular,0.088331849,Snack Foods,120.8756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0012924711478393,Food,14
FDO36,19.7,Low Fat,0.06568385968808309,Baking Goods,178.666,OUT046,1997,Small,Tier 1,Supermarket Type1,0.7624301520504693,Food,16
NCK31,10.895,Non-Edible,0.027102627999999997,Others,50.7666,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8317672102572057,Non-Consumable,11
DRJ37,10.8,Low Fat,0.061225298,Soft Drinks,153.4024,OUT045,2002,Small,Tier 2,Supermarket Type1,1.000700082938142,Drinks,11
FDP24,20.6,Low Fat,0.083342202,Baking Goods,120.1756,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0021272034845545,Food,4
FDF46,7.07,Low Fat,0.093593225,Snack Foods,115.1834,OUT013,1987,High,Tier 3,Supermarket Type1,1.0788812863138244,Food,26
FDX46,12.300000000000002,Regular,0.10175494199999999,Snack Foods,58.5562,OUT019,1985,Small,Tier 1,Grocery Store,1.2887326993979837,Food,28
NCL18,18.85,Non-Edible,0.167923755,Household,193.7136,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0034401265962716,Non-Consumable,11
FDJ26,15.3,Regular,0.08469465300000001,Canned,212.7218,OUT013,1987,High,Tier 3,Supermarket Type1,0.8057440740490454,Food,26
FDJ07,7.26,Low Fat,0.014452774,Meat,115.015,OUT045,2002,Small,Tier 2,Supermarket Type1,0.5856424546115891,Food,11
FDY15,18.25,Regular,0.170685888,Dairy,155.16299999999998,OUT013,1987,High,Tier 3,Supermarket Type1,0.9995837388011708,Food,26
DRG01,14.8,Low Fat,0.04496929400000001,Soft Drinks,74.867,OUT045,2002,Small,Tier 2,Supermarket Type1,0.895595813949683,Drinks,11
FDF58,13.3,Low Fat,0.009600586,Snack Foods,64.95100000000001,OUT045,2002,Small,Tier 2,Supermarket Type1,0.903523082617531,Food,11
FDZ14,7.709999999999999,Regular,0.083321663,Dairy,121.4756,OUT019,1985,Small,Tier 1,Grocery Store,1.5546009811646242,Food,28
FDP31,21.1,Regular,0.161756055,Fruits and Vegetables,65.7168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.00063728878616,Food,14
FDH45,15.1,Regular,0.1055789,Fruits and Vegetables,42.4796,OUT013,1987,High,Tier 3,Supermarket Type1,0.9991739237053012,Food,26
FDA09,13.35,Regular,0.250008736,Snack Foods,178.36599999999999,OUT010,1998,Small,Tier 3,Grocery Store,1.629512045115076,Food,15
FDW31,11.35,Regular,0.043149942999999996,Fruits and Vegetables,198.5742,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9993559877483195,Food,9
FDA57,18.85,Low Fat,0.039643601,Snack Foods,41.448,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9977857962982126,Food,16
NCE55,8.92,Non-Edible,0.129903926,Household,176.637,OUT035,2004,Small,Tier 2,Supermarket Type1,1.1094040551140092,Non-Consumable,9
FDC17,12.15,Low Fat,0.027069736,Frozen Foods,212.3928,OUT019,1985,Small,Tier 1,Grocery Store,1.272019754231827,Food,28
FDC59,16.7,Regular,0.054583442,Starchy Foods,64.6168,OUT013,1987,High,Tier 3,Supermarket Type1,0.7993259979450504,Food,26
FDA22,7.435,Low Fat,0.08438208400000001,Starchy Foods,167.9158,OUT013,1987,High,Tier 3,Supermarket Type1,0.8966138060994511,Food,26
FDK52,18.25,Low Fat,0.079203863,Frozen Foods,224.9062,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8408240685679604,Food,9
NCM26,20.5,Non-Edible,0.023143199,Others,152.934,OUT046,1997,Small,Tier 1,Supermarket Type1,0.6857396093412246,Non-Consumable,16
NCT53,5.4,Non-Edible,0.048107159000000004,Health and Hygiene,166.3526,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8703236614923292,Non-Consumable,9
FDW45,18.0,Low Fat,0.039169904,Snack Foods,149.0418,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8190547208517219,Food,4
NCI18,18.35,Non-Edible,0.014021376,Household,222.5746,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0003216838684421,Non-Consumable,9
FDE38,6.52,Low Fat,0.044788872,Canned,164.0842,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.9053675195835453,Food,4
FDF08,14.3,Regular,0.11417001800000001,Fruits and Vegetables,89.1856,OUT019,1985,Small,Tier 1,Grocery Store,1.4734127394527219,Food,28
FDY58,11.65,Low Fat,0.066815522,Snack Foods,229.6694,OUT010,1998,Small,Tier 3,Grocery Store,1.3913788619375267,Food,15
FDF58,13.299999999999999,Low Fat,0.016775365,Snack Foods,63.451,OUT019,1985,Small,Tier 1,Grocery Store,1.5787504530279963,Food,28
FDX39,14.3,Regular,0.049957145,Meat,210.0586,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0027562066461235,Food,6
FDB44,6.655,Low Fat,0.016985198,Fruits and Vegetables,211.0586,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8561697787310828,Food,14
FDF28,15.7,Regular,0.037833211,Frozen Foods,126.1046,OUT013,1987,High,Tier 3,Supermarket Type1,0.8295487006594167,Food,26
FDE39,7.89,Low Fat,0.036104434,Dairy,117.1782,OUT013,1987,High,Tier 3,Supermarket Type1,0.9017201115512359,Food,26
FDT37,14.15,Low Fat,0.035413843,Canned,253.0014,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.7680058893502681,Food,4
FDZ45,14.1,Low Fat,0.06725426,Snack Foods,199.0084,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0087731467448215,Food,6
FDO40,17.1,Low Fat,0.032621941,Frozen Foods,150.9392,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9994755057284125,Food,9
FDM57,11.65,Regular,0.07548186400000001,Snack Foods,85.3908,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8652302440150155,Food,28
DRG36,14.15,Low Fat,0.095917719,Soft Drinks,171.8106,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0018877377312505,Drinks,6
FDY36,12.3,Low Fat,0.015751294,Baking Goods,71.638,OUT010,1998,Small,Tier 3,Grocery Store,1.4315584073289769,Food,15
DRL60,8.52,Low Fat,0.026928324,Soft Drinks,151.6682,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9951635294398079,Drinks,28
FDS25,6.885,Regular,0.245136905,Canned,110.8228,OUT019,1985,Small,Tier 1,Grocery Store,1.362503178334184,Food,28
DRF49,7.27,Low Fat,0.070733741,Soft Drinks,112.0518,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9951635377707924,Drinks,28
FDP16,18.6,Low Fat,0.039374545,Frozen Foods,245.5802,OUT045,2002,Small,Tier 2,Supermarket Type1,1.002989848581044,Food,11
FDS60,20.85,Low Fat,0.032498972,Baking Goods,181.266,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.856731987495298,Food,14
FDU15,13.65,Regular,0.026473267,Meat,37.9532,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8380427096262661,Food,28
FDK43,9.8,Low Fat,0.026840766000000002,Meat,126.902,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0016800302087727,Food,16
FDN25,7.895,Regular,0.061175535,Breakfast,58.6588,OUT046,1997,Small,Tier 1,Supermarket Type1,0.999290028408052,Food,16
FDE53,10.895,Low Fat,0.026921951,Frozen Foods,104.928,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8700882400098274,Food,14
FDB22,8.02,Low Fat,0.111347923,Snack Foods,155.6998,OUT013,1987,High,Tier 3,Supermarket Type1,1.1119684604781181,Food,26
FDE39,7.89,Low Fat,0.036338895,Dairy,119.5782,OUT017,2007,Small,Tier 2,Supermarket Type1,0.9075758521252169,Food,6
FDX35,5.035,Regular,0.079895432,Breads,227.0036,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8809851055472561,Food,9
NCG54,12.1,Non-Edible,0.079930344,Household,169.7106,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.000007256370731,Non-Consumable,14
FDH27,7.075,Low Fat,0.05833590599999999,Dairy,145.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0023325971410537,Food,9
NCK42,7.475,Non-Edible,0.01310911,Household,215.4192,OUT013,1987,High,Tier 3,Supermarket Type1,0.9980183499006302,Non-Consumable,26
FDS25,6.885,Regular,0.14022623,Canned,108.8228,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.7793958402992007,Food,14
FDI10,8.51,Regular,0.078723713,Snack Foods,172.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0017557308006995,Food,4
FDU35,6.44,Low Fat,0.079200387,Breads,100.47,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9977628075118291,Food,9
FDI04,13.65,Regular,0.073324855,Frozen Foods,199.0426,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8196045099273052,Food,6
DRK23,8.395,Low Fat,0.07196303700000001,Hard Drinks,251.804,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8414659762633822,Drinks,9
FDB53,13.35,Low Fat,0.24416317399999998,Frozen Foods,148.1392,OUT019,1985,Small,Tier 1,Grocery Store,1.659179883837421,Food,28
FDY02,8.945,Regular,0.08778219300000001,Dairy,261.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0013135686055226,Food,14
FDM60,10.8,Regular,0.048134189,Baking Goods,40.3138,OUT035,2004,Small,Tier 2,Supermarket Type1,0.7784673729616556,Food,9
NCJ31,19.2,Non-Edible,0.30572496899999996,Others,239.6196,OUT010,1998,Small,Tier 3,Grocery Store,1.4306834232325718,Non-Consumable,15
DRP35,18.85,Low Fat,0.09138128,Hard Drinks,126.6336,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0,Drinks,6
NCQ30,7.725,Non-Edible,0.029190711,Household,122.4414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.004433217302502,Non-Consumable,4
DRL11,10.5,Low Fat,0.080372556,Hard Drinks,158.4946,OUT010,1998,Small,Tier 3,Grocery Store,1.4310162025382425,Drinks,15
FDU01,20.25,Regular,0.011985289,Canned,184.7924,OUT013,1987,High,Tier 3,Supermarket Type1,0.2710911201420482,Food,26
FDR39,20.35,Low Fat,0.083783437,Meat,180.7292,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9997633600642797,Food,9
FDO08,11.1,Regular,0.053775381,Fruits and Vegetables,165.7526,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0003150481781518,Food,16
FDC02,21.35,Low Fat,0.068962051,Canned,261.1278,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9989515328520077,Food,11
NCZ29,15.0,Non-Edible,0.071357962,Health and Hygiene,127.4362,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9985620910935178,Non-Consumable,9
FDF29,15.1,Regular,0.033365742999999996,Frozen Foods,130.931,OUT010,1998,Small,Tier 3,Grocery Store,1.4301419350508204,Food,15
