Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet_Years,Avg_sales_product
FDQ46,7.51,Low Fat,0.104023565,Snack Foods,112.4544,OUT045,2002,Small,Tier 2,Supermarket Type1,2013.3792,1.00023814377727,Food,11,
FDL13,13.85,Regular,0.05627170099999999,Breakfast,232.23,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18,0.828973961923434,Food,26,
NCT30,9.1,Non-Edible,0.080619969,Household,47.4718,OUT018,2009,Medium,Tier 3,Supermarket Type2,472.718,0.8101983157609961,Non-Consumable,4,
FDP20,19.85,Low Fat,0.045761855,Fruits and Vegetables,125.602,OUT045,2002,Small,Tier 2,Supermarket Type1,632.51,1.0007097458284426,Food,11,
FDH40,11.6,Regular,0.078863888,Frozen Foods,83.2276,OUT013,1987,High,Tier 3,Supermarket Type1,1543.3244,0.8977450413173349,Food,26,
FDZ25,15.7,Regular,0.027729547,Canned,169.37900000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.011,0.814738675072005,Food,4,
FDU27,18.6,Regular,0.17064649399999998,Meat,46.3376,OUT027,1985,Medium,Tier 3,Supermarket Type2,2109.2544,0.8767395079863469,Food,28,
NCQ42,20.35,Non-Edible,0.039235527,Household,127.2678,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424,0.8063836686376611,Non-Consumable,26,
FDU31,10.5,Regular,0.02502991,Fruits and Vegetables,218.4508,OUT049,1999,Medium,Tier 1,Supermarket Type1,2821.6604,1.0007057139602167,Food,14,
FDC35,7.435,Low Fat,0.205605116,Starchy Foods,207.7638,OUT010,1998,Small,Tier 3,Grocery Store,621.1914,1.5047102295996746,Food,15,
FDX43,5.655,Low Fat,0.085622362,Fruits and Vegetables,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,2330.3,0.9011388936323536,Food,4,
FDU07,11.1,Low Fat,0.059968347000000005,Fruits and Vegetables,152.8366,OUT045,2002,Small,Tier 2,Supermarket Type1,1662.5026,0.8902388916589933,Food,11,
DRD13,15.0,Low Fat,0.049038621,Soft Drinks,65.4168,OUT013,1987,High,Tier 3,Supermarket Type1,1661.8368,0.9981057120089677,Drinks,26,
DRK49,14.15,Low Fat,0.036147029,Soft Drinks,39.3138,OUT017,2007,Small,Tier 2,Supermarket Type1,527.9794,0.8978299292400204,Drinks,6,
FDL12,15.85,Regular,0.212963193,Baking Goods,59.522,OUT019,1985,Small,Tier 1,Grocery Store,299.61,1.5238196225544514,Food,28,
FDZ08,12.5,Regular,0.11061453800000001,Fruits and Vegetables,80.6592,OUT017,2007,Small,Tier 2,Supermarket Type1,1651.184,1.0658884749442041,Food,6,
FDA10,20.35,Low Fat,0.142393712,Snack Foods,122.7072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864,0.9682867827091798,Food,4,
FDS20,8.85,Low Fat,0.053976156,Fruits and Vegetables,181.5292,OUT045,2002,Small,Tier 2,Supermarket Type1,1277.0044,0.9999264312590149,Food,11,
FDA07,7.55,Regular,0.03107068,Fruits and Vegetables,122.4072,OUT018,2009,Medium,Tier 3,Supermarket Type2,857.5504,0.9156973355828455,Food,4,
FDR08,18.7,Low Fat,0.03761584,Fruits and Vegetables,109.1886,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.2062,0.8874165061611317,Food,9,
FDM44,12.5,Low Fat,0.054363971,Fruits and Vegetables,105.09899999999999,OUT019,1985,Small,Tier 1,Grocery Store,103.199,1.4526352637716335,Food,28,
FDI22,12.6,Low Fat,0.161039887,Snack Foods,210.2612,OUT010,1998,Small,Tier 3,Grocery Store,418.1224,1.4205037969896213,Food,15,
NCM07,9.395,Non-Edible,0.040023967,Others,85.5908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1006.6896,0.9150492032969358,Non-Consumable,14,
FDN46,7.21,Regular,0.06611236082486209,Snack Foods,103.1332,OUT017,2007,Small,Tier 2,Supermarket Type1,3281.0624,0.5019734377775633,Food,6,
NCW53,18.35,Non-Edible,0.030619301,Health and Hygiene,194.0162,OUT018,2009,Medium,Tier 3,Supermarket Type2,2886.243,0.9059105312411228,Non-Consumable,4,
FDZ51,11.3,Regular,0.054637635,Meat,93.3094,OUT049,1999,Medium,Tier 1,Supermarket Type1,3046.7008,0.8823755468062302,Food,14,
FDT04,17.25,Low Fat,0.06611236082486209,Frozen Foods,40.8822,OUT018,2009,Medium,Tier 3,Supermarket Type2,628.5152,0.7278656065747401,Food,4,
FDZ48,17.75,Low Fat,0.132995494,Baking Goods,113.5544,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,1.5530662684163623,Food,28,
FDA08,11.85,Regular,0.050085152,Fruits and Vegetables,164.7526,OUT046,1997,Small,Tier 1,Supermarket Type1,1315.6208,0.8885097079377136,Food,16,
DRN37,9.6,Low Fat,0.096689673,Soft Drinks,168.0158,OUT018,2009,Medium,Tier 3,Supermarket Type2,1336.9264,0.9458936581901609,Drinks,4,
FDD35,12.15,Low Fat,0.026010729,Starchy Foods,119.14399999999999,OUT017,2007,Small,Tier 2,Supermarket Type1,2157.192,0.7667260182297917,Food,6,
FDZ48,17.75,Low Fat,0.075959623,Baking Goods,112.4544,OUT046,1997,Small,Tier 1,Supermarket Type1,2460.7968,0.8870250013351859,Food,16,
NCN54,20.35,Non-Edible,0.021413346,Household,76.2328,OUT018,2009,Medium,Tier 3,Supermarket Type2,463.3968,1.0017557224482097,Non-Consumable,4,
FDU32,8.785,Low Fat,0.06611236082486209,Fruits and Vegetables,120.5414,OUT013,1987,High,Tier 3,Supermarket Type1,1583.9382,1.552766277852608,Food,26,
FDK41,14.3,Low Fat,0.126924095,Frozen Foods,87.2224,OUT027,1985,Medium,Tier 3,Supermarket Type2,3494.1184,0.9948555756537133,Food,28,
FDR44,6.11,Regular,0.103340142,Fruits and Vegetables,131.2968,OUT018,2009,Medium,Tier 3,Supermarket Type2,913.4776,1.0499234580459191,Food,4,
NCK29,5.615000000000001,Non-Edible,0.06611236082486209,Health and Hygiene,125.17299999999999,OUT027,1985,Medium,Tier 3,Supermarket Type2,3572.0170000000003,0.5794861617168333,Non-Consumable,28,
FDT09,15.15,Regular,0.012288171,Snack Foods,129.9284,OUT045,2002,Small,Tier 2,Supermarket Type1,2241.0828,0.890021984183498,Food,11,
FDR11,10.5,Regular,0.142827296,Breads,159.4578,OUT045,2002,Small,Tier 2,Supermarket Type1,3048.6982,1.001386766039843,Food,11,
FDD57,18.099999999999998,Low Fat,0.022291121,Fruits and Vegetables,93.6094,OUT027,1985,Medium,Tier 3,Supermarket Type2,3713.1666,0.9076186270248933,Food,28,
FDT10,16.7,Regular,0.061992874,Snack Foods,60.9562,OUT013,1987,High,Tier 3,Supermarket Type1,355.5372,0.8968223357172044,Food,26,
FDR51,9.035,Regular,0.17417636,Meat,148.9708,OUT018,2009,Medium,Tier 3,Supermarket Type2,2257.062,1.0023406636972705,Food,4,
NCK17,11.0,Non-Edible,0.037953762,Health and Hygiene,38.448,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44,0.8905095109070656,Non-Consumable,14,
FDY07,11.8,Low Fat,0.122289654,Fruits and Vegetables,46.3402,OUT017,2007,Small,Tier 2,Supermarket Type1,275.6412,1.358583810743917,Food,6,
FDT14,10.695,Regular,0.128247408,Dairy,121.844,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.036,1.0044332090177812,Food,4,
FDJ21,16.7,Regular,0.038341653999999996,Snack Foods,146.2102,OUT027,1985,Medium,Tier 3,Supermarket Type2,4228.4958,0.9940727809816827,Food,28,
NCR42,9.105,Non-Edible,0.038699553,Household,33.79,OUT017,2007,Small,Tier 2,Supermarket Type1,199.74,0.8194991479580944,Non-Consumable,6,
DRG37,16.2,Low Fat,0.01940856,Soft Drinks,156.7972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.1328,0.9037547639981008,Drinks,14,
FDI24,10.3,Low Fat,0.13787023699999998,Baking Goods,175.037,OUT019,1985,Small,Tier 1,Grocery Store,352.874,1.5232818957118788,Food,28,
FDJ22,18.75,Low Fat,0.052800257999999996,Snack Foods,193.2504,OUT035,2004,Small,Tier 2,Supermarket Type1,2684.5056,0.9022674066873491,Food,9,
FDT28,13.3,Low Fat,0.06355415,Frozen Foods,149.4708,OUT035,2004,Small,Tier 2,Supermarket Type1,1354.2372,0.9984433888406821,Food,9,
FDH38,6.425,Low Fat,0.01043823,Canned,115.8808,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.7120000000002,0.8873158243583512,Food,16,
FDT43,16.35,Low Fat,0.020589623,Fruits and Vegetables,53.2324,OUT045,2002,Small,Tier 2,Supermarket Type1,727.0536,0.9124847938839037,Food,11,
FDX04,19.6,Regular,0.041806702,Frozen Foods,48.8376,OUT017,2007,Small,Tier 2,Supermarket Type1,527.3136,0.927506751330629,Food,6,
FDV46,18.2,Low Fat,0.012679191000000001,Snack Foods,139.81799999999998,OUT017,2007,Small,Tier 2,Supermarket Type1,838.908,0.8924197059594449,Food,6,
FDP10,19.0,Low Fat,0.128289285,Snack Foods,104.9622,OUT049,1999,Medium,Tier 1,Supermarket Type1,1164.4842,1.0010720235421688,Food,14,
NCA53,11.395,Non-Edible,0.009878459000000001,Health and Hygiene,47.6034,OUT046,1997,Small,Tier 1,Supermarket Type1,1312.2918,0.8870250375832233,Non-Consumable,16,
FDL52,6.635,Regular,0.046090204,Frozen Foods,37.1506,OUT046,1997,Small,Tier 1,Supermarket Type1,834.9132,0.7897142405082882,Food,16,
FDQ32,17.85,Regular,0.04668096099999999,Fruits and Vegetables,121.9388,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.8416,0.8900773566741589,Food,14,
FDT37,14.15,Low Fat,0.03546967,Canned,256.3014,OUT017,2007,Small,Tier 2,Supermarket Type1,4845.0266,0.7584179720603735,Food,6,
NCO43,5.5,Non-Edible,0.047290068,Others,100.5016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224,0.9275316873806584,Non-Consumable,4,
FDI53,8.895,Regular,0.13842353,Frozen Foods,163.0236,OUT017,2007,Small,Tier 2,Supermarket Type1,1127.8652,1.0033079809836454,Food,6,
FDO19,17.7,Regular,0.027779381000000002,Fruits and Vegetables,50.1034,OUT010,1998,Small,Tier 3,Grocery Store,97.2068,1.1899895498693662,Food,15,
FDG12,6.635,Regular,0.06611236082486209,Baking Goods,121.3098,OUT019,1985,Small,Tier 1,Grocery Store,120.5098,2.51744883252497,Food,28,
FDG53,10.0,Low Fat,0.046043735999999995,Frozen Foods,140.618,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.906,0.9013149066583462,Food,4,
FDK36,7.09,Low Fat,0.0072153140000000004,Baking Goods,47.6034,OUT046,1997,Small,Tier 1,Supermarket Type1,1458.102,1.000041441355285,Food,16,
FDR55,12.15,Regular,0.132083542,Fruits and Vegetables,189.5872,OUT046,1997,Small,Tier 1,Supermarket Type1,3403.5696,0.9991586818020394,Food,16,
FDV16,7.75,Regular,0.083399788,Frozen Foods,34.5558,OUT017,2007,Small,Tier 2,Supermarket Type1,441.4254,0.9070316893797918,Food,6,
FDS31,13.1,Regular,0.043978369,Fruits and Vegetables,178.4318,OUT027,1985,Medium,Tier 3,Supermarket Type2,2526.0452,0.8715850340839311,Food,28,
NCK06,5.03,Non-Edible,0.008639333,Household,122.2756,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852,0.8811067040589357,Non-Consumable,26,
FDN03,9.8,Regular,0.015089965,Meat,249.6408,OUT046,1997,Small,Tier 1,Supermarket Type1,1001.3632,0.7788605645072655,Food,16,
NCT30,9.1,Non-Edible,0.140582485,Household,47.1718,OUT019,1985,Small,Tier 1,Grocery Store,141.8154,1.41279752380574,Non-Consumable,28,
FDC50,15.85,Low Fat,0.22846952199999998,Canned,93.3094,OUT010,1998,Small,Tier 3,Grocery Store,285.6282,1.635236691946042,Food,15,
FDE11,17.7,Regular,0.06611236082486209,Starchy Foods,183.5924,OUT035,2004,Small,Tier 2,Supermarket Type1,7033.5112,0.4658831092573568,Food,9,
FDM03,12.65,Low Fat,0.123007534,Meat,106.0938,OUT035,2004,Small,Tier 2,Supermarket Type1,2679.845,1.2239776287404347,Food,9,
NCP05,19.6,Non-Edible,0.06611236082486209,Health and Hygiene,150.3024,OUT018,2009,Medium,Tier 3,Supermarket Type2,2580.6408,1.756921406991012,Non-Consumable,4,
FDJ41,6.85,Low Fat,0.02288328,Frozen Foods,261.2594,OUT046,1997,Small,Tier 1,Supermarket Type1,2878.2534,0.8978670513583636,Food,16,
FDR47,17.85,Low Fat,0.087045086,Breads,196.7794,OUT027,1985,Medium,Tier 3,Supermarket Type2,6242.5408,1.0448323918923808,Food,28,
FDK36,7.09,Low Fat,0.007256126999999999,Baking Goods,50.4034,OUT017,2007,Small,Tier 2,Supermarket Type1,340.2238,1.0056981170517316,Food,6,
FDQ23,6.55,Low Fat,0.024664556,Breads,103.3332,OUT017,2007,Small,Tier 2,Supermarket Type1,2050.6639999999998,0.8743829267748814,Food,6,
NCK42,7.474999999999999,Non-Edible,0.013056493999999998,Household,215.9192,OUT027,1985,Medium,Tier 3,Supermarket Type2,7334.4528,0.9944509436663254,Non-Consumable,28,
NCO06,19.25,Non-Edible,0.180820798,Household,35.9558,OUT010,1998,Small,Tier 3,Grocery Store,67.9116,1.5052102462072292,Non-Consumable,15,
FDV24,5.635,Low Fat,0.10369302400000001,Baking Goods,149.905,OUT018,2009,Medium,Tier 3,Supermarket Type2,2546.685,0.9296823641120103,Food,4,
FDK40,7.035,Low Fat,0.021849398,Frozen Foods,262.091,OUT046,1997,Small,Tier 1,Supermarket Type1,4207.856,0.633228848130103,Food,16,
FDT23,7.72,Regular,0.074731477,Breads,77.5986,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465,0.9986370217047819,Food,16,
FDB50,13.0,Low Fat,0.154244343,Canned,77.9986,OUT018,2009,Medium,Tier 3,Supermarket Type2,1168.479,1.001407281709286,Food,4,
NCF43,8.51,Non-Edible,0.06611236082486209,Household,142.14700000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,1717.764,1.205364831434884,Non-Consumable,14,
FDU26,16.7,Regular,0.042412572,Dairy,119.0782,OUT027,1985,Medium,Tier 3,Supermarket Type2,1549.3166,0.8262565703618905,Food,28,
FDC10,9.8,Regular,0.072990979,Snack Foods,121.6098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1566.6274,0.8704553781268743,Food,14,
FDK51,19.85,Low Fat,0.005243281999999999,Dairy,266.1884,OUT049,1999,Medium,Tier 1,Supermarket Type1,3179.8608,0.9134531690100356,Food,14,
FDV09,12.1,Low Fat,0.034427577,Snack Foods,146.6734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,1.4192326682369365,Food,15,
DRL37,15.5,Low Fat,0.053455157999999996,Soft Drinks,43.677,OUT049,1999,Medium,Tier 1,Supermarket Type1,562.601,0.9682875455871767,Drinks,14,
FDQ45,9.5,Regular,0.06611236082486209,Snack Foods,182.3608,OUT010,1998,Small,Tier 3,Grocery Store,1102.5648,3.0790296136356923,Food,15,
FDO45,13.15,Regular,0.037768988999999996,Snack Foods,88.5856,OUT027,1985,Medium,Tier 3,Supermarket Type2,1845.5976,0.9937545794973374,Food,28,
FDP27,8.155,Low Fat,0.11942805199999999,Meat,190.85299999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.7889999999998,0.8307129209990535,Food,9,
NCE07,8.18,Non-Edible,0.013183516999999999,Household,143.1154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002,0.6000254101103785,Non-Consumable,4,
FDL26,18.0,Low Fat,0.072838381,Canned,155.2972,OUT027,1985,Medium,Tier 3,Supermarket Type2,5141.3076,0.9935572911351461,Food,28,
FDL09,19.6,Regular,0.128235131,Snack Foods,169.2816,OUT049,1999,Medium,Tier 1,Supermarket Type1,1174.4712,0.8904568963565754,Food,14,
NCA17,20.6,Non-Edible,0.06611236082486209,Health and Hygiene,148.8392,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056,1.331399824335967,Non-Consumable,16,
NCL29,9.695,Non-Edible,0.11458392199999999,Health and Hygiene,156.4604,OUT017,2007,Small,Tier 2,Supermarket Type1,2535.3664,0.9168523762808846,Non-Consumable,6,
FDS20,8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9292,OUT017,2007,Small,Tier 2,Supermarket Type1,2918.8672,1.0035472081996621,Food,6,
NCD19,8.93,Non-Edible,0.06611236082486209,Household,53.2614,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.614,1.607074359625966,Non-Consumable,14,
FDF05,17.5,Low Fat,0.026912667,Frozen Foods,261.291,OUT049,1999,Medium,Tier 1,Supermarket Type1,3418.883,1.0006230268811178,Food,14,
FDI44,16.1,Low Fat,0.10079982800000001,Fruits and Vegetables,78.4328,OUT017,2007,Small,Tier 2,Supermarket Type1,1467.4232,1.0052702755400913,Food,6,
NCY29,13.65,Non-Edible,0.077390746,Health and Hygiene,54.693000000000005,OUT045,2002,Small,Tier 2,Supermarket Type1,679.1160000000001,0.9154321393252874,Non-Consumable,11,
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,OUT010,1998,Small,Tier 3,Grocery Store,88.5514,1.2329249676123935,Food,15,
DRL49,13.15,Low Fat,0.056543464,Soft Drinks,140.5812,OUT045,2002,Small,Tier 2,Supermarket Type1,427.4436,0.8996420124646723,Drinks,11,
FDT39,6.26,Regular,0.009923732,Meat,152.8366,OUT017,2007,Small,Tier 2,Supermarket Type1,3778.415,0.8848177297581691,Food,6,
FDE50,19.7,Regular,0.016238512,Canned,186.4556,OUT045,2002,Small,Tier 2,Supermarket Type1,5069.4012,1.0030322681494237,Food,11,
FDK25,11.6,Regular,0.156072361,Breakfast,169.3474,OUT027,1985,Medium,Tier 3,Supermarket Type2,3874.2902,0.8839193764717377,Food,28,
DRK13,11.8,Low Fat,0.11563672300000001,Soft Drinks,199.7084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3571.3512,1.0031356438845043,Drinks,4,
DRD24,13.85,Low Fat,0.030920531,Soft Drinks,141.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1701.7848,0.9152421425724621,Drinks,4,
FDX60,14.35,Low Fat,0.080594133,Baking Goods,80.99600000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.7120000000002,0.9989871462457034,Food,16,
FDT40,5.985,Low Fat,0.167725251,Frozen Foods,128.3678,OUT019,1985,Small,Tier 1,Grocery Store,127.1678,1.6581991369273184,Food,28,
FDJ20,20.7,Regular,0.100378096,Fruits and Vegetables,122.4388,OUT045,2002,Small,Tier 2,Supermarket Type1,1238.388,0.8819707843173693,Food,11,
FDI58,7.64,Regular,0.070847865,Snack Foods,91.712,OUT045,2002,Small,Tier 2,Supermarket Type1,2050.6639999999998,1.0003144237583064,Food,11,
FDX04,19.6,Regular,0.04163619,Frozen Foods,47.3376,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024,0.9237238403709725,Food,14,
FDK55,18.5,Low Fat,0.025756826,Meat,87.2172,OUT035,2004,Small,Tier 2,Supermarket Type1,802.9548,0.8871951339754821,Food,9,
NCH06,12.3,Non-Edible,0.076987408,Household,247.946,OUT017,2007,Small,Tier 2,Supermarket Type1,3202.498,0.8851502102420375,Non-Consumable,6,
NCG54,12.1,Non-Edible,0.079968115,Household,170.8106,OUT045,2002,Small,Tier 2,Supermarket Type1,4619.9862,1.0017127192251405,Non-Consumable,11,
FDN46,7.21,Regular,0.14460413,Snack Foods,102.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972,1.0979404055048747,Food,9,
FDS46,17.6,Regular,0.047524635,Snack Foods,118.2782,OUT017,2007,Small,Tier 2,Supermarket Type1,715.0692,0.8726390516343381,Food,6,
FDM24,6.135,Regular,0.079776075,Baking Goods,152.8366,OUT017,2007,Small,Tier 2,Supermarket Type1,1964.7758,1.0401828781594178,Food,6,
NCC07,19.6,Non-Edible,0.023988387000000003,Household,104.5964,OUT049,1999,Medium,Tier 1,Supermarket Type1,1262.3568,1.0019356674370155,Non-Consumable,14,
DRG51,12.1,Low Fat,0.011563024,Dairy,164.9526,OUT045,2002,Small,Tier 2,Supermarket Type1,2302.3364,0.8815959679453805,Drinks,11,
NCS53,14.5,Non-Edible,0.08970347599999999,Health and Hygiene,158.3604,OUT013,1987,High,Tier 3,Supermarket Type1,1109.2228,0.9130817587403659,Non-Consumable,26,
FDC33,8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,OUT046,1997,Small,Tier 1,Supermarket Type1,2561.9984,0.9999603719536011,Food,16,
FDD14,20.7,Low Fat,0.169667145,Canned,183.5266,OUT013,1987,High,Tier 3,Supermarket Type1,4426.2384,0.8871626559132118,Food,26,
FDJ52,7.145,Low Fat,0.017814518,Frozen Foods,159.8578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2246.4092,0.9989328092155834,Food,14,
FDV33,9.6,Regular,0.027399064,Snack Foods,258.3304,OUT045,2002,Small,Tier 2,Supermarket Type1,4133.2864,1.0001137303214171,Food,11,
FDY33,14.5,Regular,0.097398254,Snack Foods,157.4262,OUT045,2002,Small,Tier 2,Supermarket Type1,3978.155,0.943348007719924,Food,11,
FDE28,9.5,Regular,0.23207267399999998,Frozen Foods,229.4668,OUT019,1985,Small,Tier 1,Grocery Store,460.7336,1.6145852456943743,Food,28,
FDA57,18.85,Low Fat,0.039723998999999996,Snack Foods,41.048,OUT045,2002,Small,Tier 2,Supermarket Type1,918.804,1.0032475396096823,Food,11,
DRC27,13.8,Low Fat,0.05843112,Dairy,243.6802,OUT017,2007,Small,Tier 2,Supermarket Type1,1965.4416,0.9023496159129232,Drinks,6,
FDA27,20.35,Regular,0.030990353999999998,Dairy,256.3672,OUT045,2002,Small,Tier 2,Supermarket Type1,1022.6688,0.8150696098460712,Food,11,
FDO57,20.75,Low Fat,0.108689606,Snack Foods,159.3578,OUT035,2004,Small,Tier 2,Supermarket Type1,4492.8184,0.8300006960388835,Food,9,
FDZ44,8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,OUT035,2004,Small,Tier 2,Supermarket Type1,1523.3504,0.8072009327395026,Food,9,
FDA58,9.395,Low Fat,0.10366489699999999,Snack Foods,233.6932,OUT013,1987,High,Tier 3,Supermarket Type1,1414.1592,0.9995080825749183,Food,26,
DRB01,7.39,Low Fat,0.082367244,Soft Drinks,187.753,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024,1.0029320844763896,Drinks,14,
FDX45,16.75,Low Fat,0.105282932,Snack Foods,156.963,OUT018,2009,Medium,Tier 3,Supermarket Type2,2816.3340000000003,0.957512563873505,Food,4,
FDY12,9.8,Regular,0.141406394,Baking Goods,50.0008,OUT017,2007,Small,Tier 2,Supermarket Type1,506.00800000000004,0.9756637279185346,Food,6,
NCZ29,15.0,Non-Edible,0.071516201,Health and Hygiene,127.7362,OUT045,2002,Small,Tier 2,Supermarket Type1,1761.7068,0.8573518640306056,Non-Consumable,11,
FDF09,6.215,Low Fat,0.012198395,Fruits and Vegetables,37.4848,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424,1.0037737257774813,Food,4,
FDR48,11.65,Low Fat,0.132248069,Baking Goods,150.5024,OUT017,2007,Small,Tier 2,Supermarket Type1,3187.8504,1.0471717521564656,Food,6,
NCH29,5.51,Non-Edible,0.034445116,Health and Hygiene,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,2153.1972,0.843262197860746,Non-Consumable,26,
FDN08,7.72,Regular,0.08854386800000001,Fruits and Vegetables,117.5466,OUT045,2002,Small,Tier 2,Supermarket Type1,824.9262,0.9235599143119666,Food,11,
NCN30,16.35,Non-Edible,0.016979063,Household,97.441,OUT013,1987,High,Tier 3,Supermarket Type1,772.328,0.8985315844798732,Non-Consumable,26,
FDS12,9.1,Low Fat,0.304859104,Baking Goods,125.4362,OUT019,1985,Small,Tier 1,Grocery Store,755.0172,1.413251185377612,Food,28,
FDN58,13.8,Regular,0.056825065,Snack Foods,230.9984,OUT013,1987,High,Tier 3,Supermarket Type1,4633.968,0.9992070534002365,Food,26,
FDF50,4.905,Low Fat,0.1175683,Canned,197.6768,OUT045,2002,Small,Tier 2,Supermarket Type1,2956.152,1.003032266323361,Food,11,
NCR54,16.35,Non-Edible,0.09056219199999999,Household,198.21099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,1964.11,0.9114579160851531,Non-Consumable,16,
FDQ21,21.25,Low Fat,0.019423232,Snack Foods,120.8756,OUT046,1997,Small,Tier 1,Supermarket Type1,3150.5656,0.9979242143249609,Food,16,
FDA13,15.85,Low Fat,0.078489577,Canned,39.9506,OUT013,1987,High,Tier 3,Supermarket Type1,645.1602,0.9126570783126725,Food,26,
FDY47,8.6,Regular,0.054706408,Breads,128.931,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,0.9038125710114581,Food,4,
NCF31,9.13,Non-Edible,0.051804277999999995,Household,150.2024,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288,0.8871378198956232,Non-Consumable,26,
FDL44,18.25,Low Fat,0.012215675,Fruits and Vegetables,162.7894,OUT027,1985,Medium,Tier 3,Supermarket Type2,5500.8396,0.9951100963513125,Food,28,
FDT51,11.65,Regular,0.019117392,Meat,110.6544,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,1.2902732504394032,Food,28,
NCF31,9.13,Non-Edible,0.090778148,Household,153.1024,OUT019,1985,Small,Tier 1,Grocery Store,303.6048,1.5545574886862092,Non-Consumable,28,
NCK31,10.895,Non-Edible,0.027047774,Others,50.6666,OUT046,1997,Small,Tier 1,Supermarket Type1,666.4658,1.0002563899547354,Non-Consumable,16,
DRM47,9.3,Low Fat,0.043874493,Hard Drinks,191.0846,OUT045,2002,Small,Tier 2,Supermarket Type1,1337.5922,0.9007175799640731,Drinks,11,
FDL40,17.7,Low Fat,0.011603492,Frozen Foods,97.741,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,0.5655552204414965,Food,26,
FDT34,9.3,Low Fat,0.29182661600000004,Snack Foods,107.1964,OUT010,1998,Small,Tier 3,Grocery Store,420.7856,1.5242212716788632,Food,15,
FDP40,4.555,Regular,0.034350673,Frozen Foods,112.7544,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.6704,0.8691885126066025,Food,9,
NCJ31,19.2,Non-Edible,0.183686937,Others,241.8196,OUT017,2007,Small,Tier 2,Supermarket Type1,1687.1372,1.0053474814680428,Non-Consumable,6,
FDT50,6.75,Regular,0.10771483400000001,Dairy,97.8752,OUT027,1985,Medium,Tier 3,Supermarket Type2,2109.2544,1.0641426863579055,Food,28,
FDG21,17.35,Regular,0.14629990199999998,Seafood,150.405,OUT046,1997,Small,Tier 1,Supermarket Type1,3894.93,0.9671877034557534,Food,16,
FDM03,12.65,Low Fat,0.123531974,Meat,108.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.969,1.2291960312784178,Food,4,
FDO11,8.0,Regular,0.030311951,Breads,247.4092,OUT049,1999,Medium,Tier 1,Supermarket Type1,6972.2576,0.8577695784447069,Food,14,
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,Small,Tier 2,Supermarket Type1,2918.8672,0.8574566915393848,Food,11,
FDF39,14.85,Regular,0.019590768999999997,Dairy,261.591,OUT018,2009,Medium,Tier 3,Supermarket Type2,2366.919,1.0027525988328345,Food,4,
